"","sample_id","location_id","date","parameter","unit","result","qualifier"
"1869","THR01_170814","THR01",2017-08-14,"pH","none",7.83,""
"1870","THR01_170814","THR01",2017-08-14,"Temperature, water","deg C",22.7,""
"1871","THR01_170814","THR01",2017-08-14,"Turbidity","NTU",6.1,""
"1872","THR01_170918","THR01",2017-09-18,"Conductivity","uS/cm",907,""
"1873","THR01_170918","THR01",2017-09-18,"Dissolved oxygen (DO)","mg/l",5.7,""
"1874","THR01_170918","THR01",2017-09-18,"Escherichia coli","MPN/100mL",613,""
"1875","THR01_170918","THR01",2017-09-18,"pH","none",7.64,""
"1876","THR01_170918","THR01",2017-09-18,"Temperature, water","deg C",21.43,""
"1877","THR01_170918_0.1","THR01",2017-09-18,"Escherichia coli","MPN/100mL",613,""
"1878","THR01_171002","THR01",2017-10-02,"Conductivity","uS/cm",1131,""
"1879","THR01_171002","THR01",2017-10-02,"Dissolved oxygen (DO)","mg/l",5.93,""
"1880","THR01_171002","THR01",2017-10-02,"Escherichia coli","MPN/100mL",488,""
"1881","THR01_171002","THR01",2017-10-02,"pH","none",7.58,""
"1882","THR01_171002","THR01",2017-10-02,"Temperature, water","deg C",15.13,""
"1883","THR01_171002_0.1","THR01",2017-10-02,"Escherichia coli","MPN/100mL",488,""
"1884","THR01_171113","THR01",2017-11-13,"Conductivity","uS/cm",485,""
"1885","THR01_171113","THR01",2017-11-13,"Dissolved oxygen (DO)","mg/l",6.8,""
"1886","THR01_171113","THR01",2017-11-13,"Escherichia coli","MPN/100mL",2420,">"
"1887","THR01_171113","THR01",2017-11-13,"pH","none",7.6,""
"1888","THR01_171113","THR01",2017-11-13,"Temperature, water","deg C",10.8,""
"1889","THR01_171113_0.1","THR01",2017-11-13,"Escherichia coli","MPN/100mL",2420,">"
"1890","THR01_171204","THR01",2017-12-04,"Conductivity","uS/cm",1175,""
"1891","THR01_171204","THR01",2017-12-04,"Dissolved oxygen (DO)","mg/l",7.44,""
"1892","THR01_171204","THR01",2017-12-04,"Escherichia coli","MPN/100mL",1122,""
"1893","THR01_171204","THR01",2017-12-04,"pH","none",7.56,""
"1894","THR01_171204","THR01",2017-12-04,"Temperature, water","deg C",6.23,""
"1895","THR01_171204_0.1","THR01",2017-12-04,"Escherichia coli","MPN/100mL",1122,""
"1896","THR01_180102","THR01",2018-01-02,"Escherichia coli","MPN/100mL",2420,">"
"1897","THR01_180102_0.1","THR01",2018-01-02,"Conductivity","uS/cm",1862,""
"1898","THR01_180102_0.1","THR01",2018-01-02,"Dissolved oxygen (DO)","mg/l",9.91,""
"1899","THR01_180102_0.1","THR01",2018-01-02,"pH","none",7.66,""
"1900","THR01_180102_0.1","THR01",2018-01-02,"Temperature, water","deg C",0.02,""
"1901","THR01_180205","THR01",2018-02-05,"Escherichia coli","MPN/100mL",1986,""
"1902","THR01_180205_0.1","THR01",2018-02-05,"Conductivity","uS/cm",1682,""
"1903","THR01_180205_0.1","THR01",2018-02-05,"Dissolved oxygen (DO)","mg/l",11.37,""
"1904","THR01_180205_0.1","THR01",2018-02-05,"pH","none",7.87,""
"1905","THR01_180205_0.1","THR01",2018-02-05,"Temperature, water","deg C",4.77,""
"1906","THR01_180305","THR01",2018-03-05,"Escherichia coli","MPN/100mL",365,""
"1907","THR01_180305_0.1","THR01",2018-03-05,"Conductivity","uS/cm",1185,""
"1908","THR01_180305_0.1","THR01",2018-03-05,"Dissolved oxygen (DO)","mg/l",11.85,""
"1909","THR01_180305_0.1","THR01",2018-03-05,"pH","none",7.78,""
"1910","THR01_180305_0.1","THR01",2018-03-05,"Temperature, water","deg C",6.52,""
"1911","THR01_180402","THR01",2018-04-02,"Escherichia coli","MPN/100mL",1553,""
"1912","THR01_180402_0.1","THR01",2018-04-02,"Conductivity","uS/cm",1978,""
"1913","THR01_180402_0.1","THR01",2018-04-02,"Dissolved oxygen (DO)","mg/l",11.25,""
"1914","THR01_180402_0.1","THR01",2018-04-02,"pH","none",7.85,""
"1915","THR01_180402_0.1","THR01",2018-04-02,"Temperature, water","deg C",9.88,""
"1916","THR01_180514","THR01",2018-05-14,"Escherichia coli","MPN/100mL",2420,">"
"1917","THR01_180514_0.1","THR01",2018-05-14,"Conductivity","uS/cm",680,""
"1918","THR01_180514_0.1","THR01",2018-05-14,"Dissolved oxygen (DO)","mg/l",4,""
"1919","THR01_180514_0.1","THR01",2018-05-14,"pH","none",7.63,""
"1920","THR01_180514_0.1","THR01",2018-05-14,"Temperature, water","deg C",18.2,""
"1921","THR01_180604","THR01",2018-06-04,"Escherichia coli","MPN/100mL",2420,">"
"1922","THR01_180604_0.1","THR01",2018-06-04,"Conductivity","uS/cm",556,""
"1923","THR01_180604_0.1","THR01",2018-06-04,"Dissolved oxygen (DO)","mg/l",7.7,""
"1924","THR01_180604_0.1","THR01",2018-06-04,"pH","none",7.87,""
"1925","THR01_180604_0.1","THR01",2018-06-04,"Temperature, water","deg C",19,""
"1926","THR01_180709","THR01",2018-07-09,"Escherichia coli","MPN/100mL",1120,""
"1927","THR01_180709_0.1","THR01",2018-07-09,"Conductivity","uS/cm",1156,""
"1928","THR01_180709_0.1","THR01",2018-07-09,"Dissolved oxygen (DO)","mg/l",7.87,""
"1929","THR01_180709_0.1","THR01",2018-07-09,"pH","none",7.87,""
"1930","THR01_180709_0.1","THR01",2018-07-09,"Temperature, water","deg C",22.24,""
"1931","THR01_180813","THR01",2018-08-13,"Escherichia coli","MPN/100mL",2420,">"
"1932","THR01_180813_0.1","THR01",2018-08-13,"Conductivity","uS/cm",471,""
"1933","THR01_180813_0.1","THR01",2018-08-13,"Dissolved oxygen (DO)","mg/l",5.9,""
"1934","THR01_180813_0.1","THR01",2018-08-13,"pH","none",7.62,""
"1935","THR01_180813_0.1","THR01",2018-08-13,"Temperature, water","deg C",24.96,""
"1936","THR01_180917","THR01",2018-09-17,"Escherichia coli","MPN/100mL",2420,""
"1937","THR01_180917_0.1","THR01",2018-09-17,"Conductivity","uS/cm",759,""
"1938","THR01_180917_0.1","THR01",2018-09-17,"Dissolved oxygen (DO)","mg/l",6.6,""
"1939","THR01_180917_0.1","THR01",2018-09-17,"pH","none",7.63,""
"1940","THR01_180917_0.1","THR01",2018-09-17,"Temperature, water","deg C",23.2,""
"1941","THR01_181001","THR01",2018-10-01,"Escherichia coli","MPN/100mL",1203,""
"1942","THR01_181001_0.1","THR01",2018-10-01,"Conductivity","uS/cm",760,""
"1943","THR01_181001_0.1","THR01",2018-10-01,"Dissolved oxygen (DO)","mg/l",6.9,""
"1944","THR01_181001_0.1","THR01",2018-10-01,"pH","none",7.51,""
"1945","THR01_181001_0.1","THR01",2018-10-01,"Temperature, water","deg C",20.7,""
"1946","THR01_181105","THR01",2018-11-05,"Escherichia coli","MPN/100mL",2420,">"
"1947","THR01_181105_0.1","THR01",2018-11-05,"Conductivity","uS/cm",138,""
"1948","THR01_181105_0.1","THR01",2018-11-05,"Dissolved oxygen (DO)","mg/l",10,""
"1949","THR01_181105_0.1","THR01",2018-11-05,"pH","none",7.62,""
"1950","THR01_181105_0.1","THR01",2018-11-05,"Temperature, water","deg C",14.1,""
"1951","THR01_181203","THR01",2018-12-03,"Escherichia coli","MPN/100mL",548,""
"1952","THR01_181203_0.1","THR01",2018-12-03,"Conductivity","uS/cm",776,""
"1953","THR01_181203_0.1","THR01",2018-12-03,"Dissolved oxygen (DO)","mg/l",9.1,""
"1954","THR01_181203_0.1","THR01",2018-12-03,"pH","none",7.69,""
"1955","THR01_181203_0.1","THR01",2018-12-03,"Temperature, water","deg C",11.4,""
"1956","THR01_190204","THR01",2019-02-04,"Escherichia coli","MPN/100mL",1414,""
"1957","THR01_190304","THR01",2019-03-04,"Escherichia coli","MPN/100mL",2420,""
"1958","THR01_190401","THR01",2019-04-01,"Escherichia coli","MPN/100mL",2420,""
"1959","THR01_190513","THR01",2019-05-13,"Escherichia coli","MPN/100mL",2420,""
"1960","THR01_190603","THR01",2019-06-03,"Escherichia coli","MPN/100mL",2420,""
"1961","THR01_190708","THR01",2019-07-08,"Escherichia coli","MPN/100mL",2420,""
"1962","THR01_190805","THR01",2019-08-05,"Escherichia coli","MPN/100mL",345,""
"1963","THR01_190916","THR01",2019-09-16,"Escherichia coli","MPN/100mL",613,""
"1964","THR01_191015","THR01",2019-10-15,"Escherichia coli","MPN/100mL",980,""
"1965","THR01_191104","THR01",2019-11-04,"Escherichia coli","MPN/100mL",1553,""
"1966","THR01_191202","THR01",2019-12-02,"Escherichia coli","MPN/100mL",1986,""
"1967","TKV01_150811","TKV01",2015-08-11,"Escherichia coli","MPN/100mL",276,""
"1968","TKV01_150811_0.183015","TKV01",2015-08-11,"Conductivity","uS/cm",698.906738,""
"1969","TKV01_150811_0.183015","TKV01",2015-08-11,"Dissolved oxygen (DO)","mg/l",8.388173,""
"1970","TKV01_150811_0.183015","TKV01",2015-08-11,"pH","none",7.575439,""
"1971","TKV01_150811_0.183015","TKV01",2015-08-11,"Temperature, water","deg C",20.783195,""
"1972","TKV01_151103","TKV01",2015-11-03,"Escherichia coli","MPN/100mL",309,""
"1973","TKV01_151103_0.371664","TKV01",2015-11-03,"Conductivity","uS/cm",935.925415,""
"1974","TKV01_151103_0.371664","TKV01",2015-11-03,"Dissolved oxygen (DO)","mg/l",9.823578,""
"1975","TKV01_151103_0.371664","TKV01",2015-11-03,"pH","none",7.748765,""
"1976","TKV01_151103_0.371664","TKV01",2015-11-03,"Temperature, water","deg C",12.578469,""
"1977","TKV01_160202","TKV01",2016-02-02,"Escherichia coli","MPN/100mL",34,""
"1978","TKV01_160202_0.33935","TKV01",2016-02-02,"Conductivity","uS/cm",1257.329102,""
"1979","TKV01_160202_0.33935","TKV01",2016-02-02,"Dissolved oxygen (DO)","mg/l",12.643395,""
"1980","TKV01_160202_0.33935","TKV01",2016-02-02,"pH","none",8.029681,""
"1981","TKV01_160202_0.33935","TKV01",2016-02-02,"Temperature, water","deg C",5.230444,""
"1982","TKV01_160202_0.33935","TKV01",2016-02-02,"Turbidity","NTU",17.546721,""
"1983","TKV01_160517_0.233872","TKV01",2016-05-17,"Conductivity","uS/cm",751.490295,""
"1984","TKV01_160517_0.233872","TKV01",2016-05-17,"Dissolved oxygen (DO)","mg/l",10.226152,""
"1985","TKV01_160517_0.233872","TKV01",2016-05-17,"pH","none",7.375193,""
"1986","TKV01_160517_0.233872","TKV01",2016-05-17,"Temperature, water","deg C",12.80803,""
"1987","TKV01_160517_0.233872","TKV01",2016-05-17,"Turbidity","NTU",0.717171,""
"1988","TKV01_160816","TKV01",2016-08-16,"Escherichia coli","MPN/100mL",2192,""
"1989","TKV01_160816_0.28911","TKV01",2016-08-16,"Conductivity","uS/cm",575.695923,""
"1990","TKV01_160816_0.28911","TKV01",2016-08-16,"Dissolved oxygen (DO)","mg/l",7.928513,""
"1991","TKV01_160816_0.28911","TKV01",2016-08-16,"pH","none",7.024104,""
"1992","TKV01_160816_0.28911","TKV01",2016-08-16,"Temperature, water","deg C",23.876934,""
"1993","TKV01_160816_0.28911","TKV01",2016-08-16,"Turbidity","NTU",0.547783,""
"1994","TKV01_161108","TKV01",2016-11-08,"Escherichia coli","MPN/100mL",8,""
"1995","TKV01_161108_0.1","TKV01",2016-11-08,"Conductivity","uS/cm",771,""
"1996","TKV01_161108_0.1","TKV01",2016-11-08,"Dissolved oxygen (DO)","mg/l",10.72,""
"1997","TKV01_161108_0.1","TKV01",2016-11-08,"pH","none",7.71,""
"1998","TKV01_161108_0.1","TKV01",2016-11-08,"Temperature, water","deg C",9.57,""
"1999","TKV01_170214","TKV01",2017-02-14,"Conductivity","uS/cm",900,""
"2000","TKV01_170214","TKV01",2017-02-14,"Dissolved oxygen (DO)","mg/l",12.9,""
"2001","TKV01_170214","TKV01",2017-02-14,"Escherichia coli","MPN/100mL",8,""
"2002","TKV01_170214","TKV01",2017-02-14,"pH","none",7.98,""
"2003","TKV01_170214","TKV01",2017-02-14,"Temperature, water","deg C",3.8,""
"2004","TKV01_170214","TKV01",2017-02-14,"Turbidity","NTU",0.1,""
"2005","TKV01_170516","TKV01",2017-05-16,"Conductivity","uS/cm",804,""
"2006","TKV01_170516","TKV01",2017-05-16,"Dissolved oxygen (DO)","mg/l",9.4,""
"2007","TKV01_170516","TKV01",2017-05-16,"Escherichia coli","MPN/100mL",63,""
"2008","TKV01_170516","TKV01",2017-05-16,"pH","none",7.67,""
"2009","TKV01_170516","TKV01",2017-05-16,"Temperature, water","deg C",13.62,""
"2010","TKV01_170815","TKV01",2017-08-15,"Conductivity","uS/cm",646,""
"2011","TKV01_170815","TKV01",2017-08-15,"Dissolved oxygen (DO)","mg/l",8.64,""
"2012","TKV01_170815","TKV01",2017-08-15,"Escherichia coli","MPN/100mL",2420,">"
"2013","TKV01_170815","TKV01",2017-08-15,"pH","none",7.77,""
"2014","TKV01_170815","TKV01",2017-08-15,"Temperature, water","deg C",21.14,""
"2015","TKV01_170815","TKV01",2017-08-15,"Turbidity","NTU",15.01,""
"2016","TKV01_171114","TKV01",2017-11-14,"Conductivity","uS/cm",831,""
"2017","TKV01_171114","TKV01",2017-11-14,"Dissolved oxygen (DO)","mg/l",11.76,""
"2018","TKV01_171114","TKV01",2017-11-14,"Escherichia coli","MPN/100mL",61,""
"2019","TKV01_171114","TKV01",2017-11-14,"pH","none",7.54,""
"2020","TKV01_171114","TKV01",2017-11-14,"Temperature, water","deg C",8.3,""
"2021","TKV01_171114_0.1","TKV01",2017-11-14,"Escherichia coli","MPN/100mL",61,""
"2022","TKV01_180206","TKV01",2018-02-06,"Escherichia coli","MPN/100mL",26,""
"2023","TKV01_180206_0.1","TKV01",2018-02-06,"Conductivity","uS/cm",921,""
"2024","TKV01_180206_0.1","TKV01",2018-02-06,"Dissolved oxygen (DO)","mg/l",13.77,""
"2025","TKV01_180206_0.1","TKV01",2018-02-06,"pH","none",7.77,""
"2026","TKV01_180206_0.1","TKV01",2018-02-06,"Temperature, water","deg C",2.16,""
"2027","TKV01_180515","TKV01",2018-05-15,"Escherichia coli","MPN/100mL",1733,""
"2028","TKV01_180515_0.1","TKV01",2018-05-15,"Conductivity","uS/cm",497,""
"2029","TKV01_180515_0.1","TKV01",2018-05-15,"Dissolved oxygen (DO)","mg/l",8.47,""
"2030","TKV01_180515_0.1","TKV01",2018-05-15,"pH","none",7.69,""
"2031","TKV01_180515_0.1","TKV01",2018-05-15,"Temperature, water","deg C",18.52,""
"2032","TKV01_180814","TKV01",2018-08-14,"Escherichia coli","MPN/100mL",866,""
"2033","TKV01_180814_0.1","TKV01",2018-08-14,"Conductivity","uS/cm",735,""
"2034","TKV01_180814_0.1","TKV01",2018-08-14,"Dissolved oxygen (DO)","mg/l",8.44,""
"2035","TKV01_180814_0.1","TKV01",2018-08-14,"pH","none",7.61,""
"2036","TKV01_180814_0.1","TKV01",2018-08-14,"Temperature, water","deg C",21.4,""
"2037","TKV01_181106","TKV01",2018-11-06,"Escherichia coli","MPN/100mL",2420,">"
"2038","TKV01_181106_0.1","TKV01",2018-11-06,"Conductivity","uS/cm",100,""
"2039","TKV01_181106_0.1","TKV01",2018-11-06,"Dissolved oxygen (DO)","mg/l",10.4,""
"2040","TKV01_181106_0.1","TKV01",2018-11-06,"pH","none",8.44,""
"2041","TKV01_181106_0.1","TKV01",2018-11-06,"Temperature, water","deg C",13.8,""
"2042","TKV01_190205","TKV01",2019-02-05,"Escherichia coli","MPN/100mL",24,""
"2043","TKV01_190402","TKV01",2019-04-02,"Escherichia coli","MPN/100mL",35,""
"2044","TKV01_190514","TKV01",2019-05-14,"Escherichia coli","MPN/100mL",172,""
"2045","TKV01_190604","TKV01",2019-06-04,"Escherichia coli","MPN/100mL",308,""
"2046","TKV01_190709","TKV01",2019-07-09,"Escherichia coli","MPN/100mL",387,""
"2047","TKV01_190806","TKV01",2019-08-06,"Escherichia coli","MPN/100mL",26,""
"2048","TKV01_190917","TKV01",2019-09-17,"Escherichia coli","MPN/100mL",291,""
"2049","TKV01_191021","TKV01",2019-10-21,"Escherichia coli","MPN/100mL",921,""
"2050","TKV01_191105","TKV01",2019-11-05,"Escherichia coli","MPN/100mL",66,""
"2051","TKV01_191203","TKV01",2019-12-03,"Escherichia coli","MPN/100mL",17,""
"2052","TLU01_150811","TLU01",2015-08-11,"Escherichia coli","MPN/100mL",2420,">"
"2053","TLU01_150811_0.098226","TLU01",2015-08-11,"Conductivity","uS/cm",757.510315,""
"2054","TLU01_150811_0.098226","TLU01",2015-08-11,"Dissolved oxygen (DO)","mg/l",7.374102,""
"2055","TLU01_150811_0.098226","TLU01",2015-08-11,"pH","none",7.351038,""
"2056","TLU01_150811_0.098226","TLU01",2015-08-11,"Temperature, water","deg C",21.400032,""
"2057","TLU01_150811_0.098226","TLU01",2015-08-11,"Turbidity","NTU",0.474381,""
"2058","TLU01_151103","TLU01",2015-11-03,"Escherichia coli","MPN/100mL",60,""
"2059","TLU01_151103_0.26861","TLU01",2015-11-03,"Conductivity","uS/cm",1171.89209,""
"2060","TLU01_151103_0.26861","TLU01",2015-11-03,"Dissolved oxygen (DO)","mg/l",8.316512,""
"2061","TLU01_151103_0.26861","TLU01",2015-11-03,"pH","none",7.579362,""
"2062","TLU01_151103_0.26861","TLU01",2015-11-03,"Temperature, water","deg C",12.992716,""
"2063","TLU01_160202","TLU01",2016-02-02,"Escherichia coli","MPN/100mL",2420,">"
"2064","TLU01_160202_0.346809","TLU01",2016-02-02,"Conductivity","uS/cm",1715,""
"2065","TLU01_160202_0.346809","TLU01",2016-02-02,"Dissolved oxygen (DO)","mg/l",11.792536,""
"2066","TLU01_160202_0.346809","TLU01",2016-02-02,"pH","none",8.10778,""
"2067","TLU01_160202_0.346809","TLU01",2016-02-02,"Temperature, water","deg C",8.199351,""
"2068","TLU01_160202_0.346809","TLU01",2016-02-02,"Turbidity","NTU",2.861999,""
"2069","TLU01_160517_0.19873","TLU01",2016-05-17,"Conductivity","uS/cm",1121.556885,""
"2070","TLU01_160517_0.19873","TLU01",2016-05-17,"Dissolved oxygen (DO)","mg/l",9.157352,""
"2071","TLU01_160517_0.19873","TLU01",2016-05-17,"pH","none",7.304884,""
"2072","TLU01_160517_0.19873","TLU01",2016-05-17,"Temperature, water","deg C",13.886519,""
"2073","TLU01_160517_0.19873","TLU01",2016-05-17,"Turbidity","NTU",6.598537,""
"2074","TLU01_160816","TLU01",2016-08-16,"Escherichia coli","MPN/100mL",2420,""
"2075","TLU01_160816_0.197009","TLU01",2016-08-16,"Conductivity","uS/cm",929.404541,""
"2076","TLU01_160816_0.197009","TLU01",2016-08-16,"Dissolved oxygen (DO)","mg/l",7.276332,""
"2077","TLU01_160816_0.197009","TLU01",2016-08-16,"pH","none",7.202912,""
"2078","TLU01_160816_0.197009","TLU01",2016-08-16,"Temperature, water","deg C",23.230864,""
"2079","TLU01_160816_0.197009","TLU01",2016-08-16,"Turbidity","NTU",0.369248,""
"2080","TLU01_161108","TLU01",2016-11-08,"Escherichia coli","MPN/100mL",125,""
"2081","TLU01_161108_0.1","TLU01",2016-11-08,"Conductivity","uS/cm",1118,""
"2082","TLU01_161108_0.1","TLU01",2016-11-08,"Dissolved oxygen (DO)","mg/l",10.14,""
"2083","TLU01_161108_0.1","TLU01",2016-11-08,"pH","none",7.67,""
"2084","TLU01_161108_0.1","TLU01",2016-11-08,"Temperature, water","deg C",10.2,""
"2085","TLU01_170214","TLU01",2017-02-14,"Conductivity","uS/cm",1288,""
"2086","TLU01_170214","TLU01",2017-02-14,"Dissolved oxygen (DO)","mg/l",13.6,""
"2087","TLU01_170214","TLU01",2017-02-14,"Escherichia coli","MPN/100mL",190,""
"2088","TLU01_170214","TLU01",2017-02-14,"pH","none",7.91,""
"2089","TLU01_170214","TLU01",2017-02-14,"Temperature, water","deg C",5.5,""
"2090","TLU01_170214","TLU01",2017-02-14,"Turbidity","NTU",1.4,""
"2091","TLU01_170516","TLU01",2017-05-16,"Conductivity","uS/cm",1207,""
"2092","TLU01_170516","TLU01",2017-05-16,"Dissolved oxygen (DO)","mg/l",9.07,""
"2093","TLU01_170516","TLU01",2017-05-16,"Escherichia coli","MPN/100mL",2420,""
"2094","TLU01_170516","TLU01",2017-05-16,"pH","none",7.61,""
"2095","TLU01_170516","TLU01",2017-05-16,"Temperature, water","deg C",15.1,""
"2096","TLU01_170815","TLU01",2017-08-15,"Conductivity","uS/cm",49,""
"2097","TLU01_170815","TLU01",2017-08-15,"Dissolved oxygen (DO)","mg/l",8.43,""
"2098","TLU01_170815","TLU01",2017-08-15,"Escherichia coli","MPN/100mL",4840,">"
"2099","TLU01_170815","TLU01",2017-08-15,"pH","none",7.75,""
"2100","TLU01_170815","TLU01",2017-08-15,"Temperature, water","deg C",23.79,""
"2101","TLU01_170815","TLU01",2017-08-15,"Turbidity","NTU",267.08,""
"2102","TLU01_171114","TLU01",2017-11-14,"Conductivity","uS/cm",1155,""
"2103","TLU01_171114","TLU01",2017-11-14,"Dissolved oxygen (DO)","mg/l",11.33,""
"2104","TLU01_171114","TLU01",2017-11-14,"Escherichia coli","MPN/100mL",225,""
"2105","TLU01_171114","TLU01",2017-11-14,"pH","none",7.63,""
"2106","TLU01_171114","TLU01",2017-11-14,"Temperature, water","deg C",10.15,""
"2107","TLU01_171114_0.1","TLU01",2017-11-14,"Escherichia coli","MPN/100mL",225,""
"2108","TLU01_180206","TLU01",2018-02-06,"Escherichia coli","MPN/100mL",150,""
"2109","TLU01_180206_0.1","TLU01",2018-02-06,"Conductivity","uS/cm",1328,""
"2110","TLU01_180206_0.1","TLU01",2018-02-06,"Dissolved oxygen (DO)","mg/l",12.75,""
"2111","TLU01_180206_0.1","TLU01",2018-02-06,"pH","none",7.71,""
"2112","TLU01_180206_0.1","TLU01",2018-02-06,"Temperature, water","deg C",4.36,""
"2113","TLU01_180515","TLU01",2018-05-15,"Escherichia coli","MPN/100mL",2420,">"
"2114","TLU01_180515_0.1","TLU01",2018-05-15,"Conductivity","uS/cm",695,""
"2115","TLU01_180515_0.1","TLU01",2018-05-15,"Dissolved oxygen (DO)","mg/l",8.13,""
"2116","TLU01_180515_0.1","TLU01",2018-05-15,"pH","none",7.69,""
"2117","TLU01_180515_0.1","TLU01",2018-05-15,"Temperature, water","deg C",19.14,""
"2118","TLU01_180814","TLU01",2018-08-14,"Escherichia coli","MPN/100mL",1733,""
"2119","TLU01_180814_0.1","TLU01",2018-08-14,"Conductivity","uS/cm",1373,""
"2120","TLU01_180814_0.1","TLU01",2018-08-14,"Dissolved oxygen (DO)","mg/l",8.25,""
"2121","TLU01_180814_0.1","TLU01",2018-08-14,"pH","none",7.55,""
"2122","TLU01_180814_0.1","TLU01",2018-08-14,"Temperature, water","deg C",20.28,""
"2123","TLU01_181106","TLU01",2018-11-06,"Escherichia coli","MPN/100mL",2420,">"
"2124","TLU01_181106_0.1","TLU01",2018-11-06,"Conductivity","uS/cm",950,""
"2125","TLU01_181106_0.1","TLU01",2018-11-06,"Dissolved oxygen (DO)","mg/l",10.4,""
"2126","TLU01_181106_0.1","TLU01",2018-11-06,"pH","none",8.44,""
"2127","TLU01_181106_0.1","TLU01",2018-11-06,"Temperature, water","deg C",13.8,""
"2128","TLU01_190205","TLU01",2019-02-05,"Escherichia coli","MPN/100mL",2420,""
"2129","TLU01_190402","TLU01",2019-04-02,"Escherichia coli","MPN/100mL",2420,""
"2130","TLU01_190514","TLU01",2019-05-14,"Escherichia coli","MPN/100mL",1733,""
"2131","TLU01_190604","TLU01",2019-06-04,"Escherichia coli","MPN/100mL",2420,""
"2132","TLU01_190709","TLU01",2019-07-09,"Escherichia coli","MPN/100mL",770,""
"2133","TLU01_190806","TLU01",2019-08-06,"Escherichia coli","MPN/100mL",2420,""
"2134","TLU01_190917","TLU01",2019-09-17,"Escherichia coli","MPN/100mL",866,""
"2135","TLU01_191021","TLU01",2019-10-21,"Escherichia coli","MPN/100mL",1733,""
"2136","TLU01_191105","TLU01",2019-11-05,"Escherichia coli","MPN/100mL",156,""
"2137","TLU01_191203","TLU01",2019-12-03,"Escherichia coli","MPN/100mL",261,""
"2138","TMH01_150811","TMH01",2015-08-11,"Escherichia coli","MPN/100mL",816,""
"2139","TMH01_150811_0.129314","TMH01",2015-08-11,"Conductivity","uS/cm",705.973694,""
"2140","TMH01_150811_0.129314","TMH01",2015-08-11,"Dissolved oxygen (DO)","mg/l",8.521909,""
"2141","TMH01_150811_0.129314","TMH01",2015-08-11,"pH","none",7.637649,""
"2142","TMH01_150811_0.129314","TMH01",2015-08-11,"Temperature, water","deg C",21.238991,""
"2143","TMH01_150811_0.129314","TMH01",2015-08-11,"Turbidity","NTU",0.389992,""
"2144","TMH01_151103","TMH01",2015-11-03,"Escherichia coli","MPN/100mL",39,""
"2145","TMH01_151103_0.269403","TMH01",2015-11-03,"Conductivity","uS/cm",1086.235229,""
"2146","TMH01_151103_0.269403","TMH01",2015-11-03,"Dissolved oxygen (DO)","mg/l",10.14333,""
"2147","TMH01_151103_0.269403","TMH01",2015-11-03,"pH","none",7.68571,""
"2148","TMH01_151103_0.269403","TMH01",2015-11-03,"Temperature, water","deg C",11.770034,""
"2149","TMH01_160202","TMH01",2016-02-02,"Escherichia coli","MPN/100mL",40,""
"2150","TMH01_160202_0.310964","TMH01",2016-02-02,"Conductivity","uS/cm",1360.701416,""
"2151","TMH01_160202_0.310964","TMH01",2016-02-02,"Dissolved oxygen (DO)","mg/l",12.554723,""
"2152","TMH01_160202_0.310964","TMH01",2016-02-02,"pH","none",8.214148,""
"2153","TMH01_160202_0.310964","TMH01",2016-02-02,"Temperature, water","deg C",5.249376,""
"2154","TMH01_160202_0.310964","TMH01",2016-02-02,"Turbidity","NTU",1.215076,""
"2155","TMH01_160517_0.270837","TMH01",2016-05-17,"Conductivity","uS/cm",942.844116,""
"2156","TMH01_160517_0.270837","TMH01",2016-05-17,"Dissolved oxygen (DO)","mg/l",10.347568,""
"2157","TMH01_160517_0.270837","TMH01",2016-05-17,"pH","none",7.590679,""
"2158","TMH01_160517_0.270837","TMH01",2016-05-17,"Temperature, water","deg C",12.405295,""
"2159","TMH01_160517_0.270837","TMH01",2016-05-17,"Turbidity","NTU",1.252142,""
"2160","TMH01_160816","TMH01",2016-08-16,"Escherichia coli","MPN/100mL",2420,">"
"2161","TMH01_160816_0.22214","TMH01",2016-08-16,"Conductivity","uS/cm",391.344421,""
"2162","TMH01_160816_0.22214","TMH01",2016-08-16,"Dissolved oxygen (DO)","mg/l",8.18752,""
"2163","TMH01_160816_0.22214","TMH01",2016-08-16,"pH","none",7.37643,""
"2164","TMH01_160816_0.22214","TMH01",2016-08-16,"Temperature, water","deg C",24.109129,""
"2165","TMH01_160816_0.22214","TMH01",2016-08-16,"Turbidity","NTU",30.294964,""
"2166","TMH01_161108","TMH01",2016-11-08,"Escherichia coli","MPN/100mL",13,""
"2167","TMH01_161108_0.1","TMH01",2016-11-08,"Conductivity","uS/cm",1126,""
"2168","TMH01_161108_0.1","TMH01",2016-11-08,"Dissolved oxygen (DO)","mg/l",10.8,""
"2169","TMH01_161108_0.1","TMH01",2016-11-08,"pH","none",7.89,""
"2170","TMH01_161108_0.1","TMH01",2016-11-08,"Temperature, water","deg C",9.46,""
"2171","TMH01_161108_0.1","TMH01",2016-11-08,"Turbidity","NTU",0.4,""
"2172","TMH01_170214","TMH01",2017-02-14,"Conductivity","uS/cm",1484,""
"2173","TMH01_170214","TMH01",2017-02-14,"Dissolved oxygen (DO)","mg/l",13.26,""
"2174","TMH01_170214","TMH01",2017-02-14,"Escherichia coli","MPN/100mL",40,""
"2175","TMH01_170214","TMH01",2017-02-14,"pH","none",7.84,""
"2176","TMH01_170214","TMH01",2017-02-14,"Temperature, water","deg C",4.16,""
