"","sample_id","location_id","date","parameter","unit","result","qualifier"
"1007","TBR01_170718","TBR01",2017-07-18,"Conductivity","uS/cm",727,""
"1008","TBR01_170718","TBR01",2017-07-18,"Dissolved oxygen (DO)","mg/l",7.4,""
"1009","TBR01_170718","TBR01",2017-07-18,"Escherichia coli","MPN/100mL",299,""
"1010","TBR01_170718","TBR01",2017-07-18,"pH","none",7.77,""
"1011","TBR01_170718","TBR01",2017-07-18,"Temperature, water","deg C",23.65,""
"1012","TBR01_171003","TBR01",2017-10-03,"Conductivity","uS/cm",1084,""
"1013","TBR01_171003","TBR01",2017-10-03,"Dissolved oxygen (DO)","mg/l",10.42,""
"1014","TBR01_171003","TBR01",2017-10-03,"Escherichia coli","MPN/100mL",727,""
"1015","TBR01_171003","TBR01",2017-10-03,"pH","none",7.93,""
"1016","TBR01_171003","TBR01",2017-10-03,"Temperature, water","deg C",14.78,""
"1017","TBR01_171003_0.1","TBR01",2017-10-03,"Escherichia coli","MPN/100mL",727,""
"1018","TBR01_180116","TBR01",2018-01-16,"Escherichia coli","MPN/100mL",112,""
"1019","TBR01_180116_0.1","TBR01",2018-01-16,"Conductivity","uS/cm",1044,""
"1020","TBR01_180116_0.1","TBR01",2018-01-16,"Dissolved oxygen (DO)","mg/l",14.59,""
"1021","TBR01_180116_0.1","TBR01",2018-01-16,"pH","none",7.96,""
"1022","TBR01_180116_0.1","TBR01",2018-01-16,"Temperature, water","deg C",1.1,""
"1023","TBR01_180403","TBR01",2018-04-03,"Escherichia coli","MPN/100mL",921,""
"1024","TBR01_180403_0.1","TBR01",2018-04-03,"Conductivity","uS/cm",1208,""
"1025","TBR01_180403_0.1","TBR01",2018-04-03,"Dissolved oxygen (DO)","mg/l",16.27,""
"1026","TBR01_180403_0.1","TBR01",2018-04-03,"pH","none",8.52,""
"1027","TBR01_180403_0.1","TBR01",2018-04-03,"Temperature, water","deg C",9.07,""
"1028","TBR01_180710","TBR01",2018-07-10,"Escherichia coli","MPN/100mL",326,""
"1029","TBR01_180710_0.1","TBR01",2018-07-10,"Conductivity","uS/cm",906,""
"1030","TBR01_180710_0.1","TBR01",2018-07-10,"Dissolved oxygen (DO)","mg/l",8.54,""
"1031","TBR01_180710_0.1","TBR01",2018-07-10,"pH","none",7.73,""
"1032","TBR01_180710_0.1","TBR01",2018-07-10,"Temperature, water","deg C",20.69,""
"1033","TBR01_181002","TBR01",2018-10-02,"Escherichia coli","MPN/100mL",2420,""
"1034","TBR01_181002_0.1","TBR01",2018-10-02,"Conductivity","uS/cm",932,""
"1035","TBR01_181002_0.1","TBR01",2018-10-02,"Dissolved oxygen (DO)","mg/l",9.1,""
"1036","TBR01_181002_0.1","TBR01",2018-10-02,"pH","none",7.61,""
"1037","TBR01_181002_0.1","TBR01",2018-10-02,"Temperature, water","deg C",19.1,""
"1038","TBR01_190402","TBR01",2019-04-02,"Escherichia coli","MPN/100mL",93,""
"1039","TBR01_190514","TBR01",2019-05-14,"Escherichia coli","MPN/100mL",980,""
"1040","TBR01_190604","TBR01",2019-06-04,"Escherichia coli","MPN/100mL",1553,""
"1041","TBR01_190709","TBR01",2019-07-09,"Escherichia coli","MPN/100mL",2420,""
"1042","TBR01_190806","TBR01",2019-08-06,"Escherichia coli","MPN/100mL",248,""
"1043","TBR01_190917","TBR01",2019-09-17,"Escherichia coli","MPN/100mL",101,""
"1044","TBR01_191021","TBR01",2019-10-21,"Escherichia coli","MPN/100mL",980,""
"1045","TBR01_191105","TBR01",2019-11-05,"Escherichia coli","MPN/100mL",299,""
"1046","TBR01_191203","TBR01",2019-12-03,"Escherichia coli","MPN/100mL",1986,""
"1047","TDA01_150714","TDA01",2015-07-14,"Escherichia coli","MPN/100mL",980,""
"1048","TDA01_150714_0.12719","TDA01",2015-07-14,"Conductivity","uS/cm",1080.516846,""
"1049","TDA01_150714_0.12719","TDA01",2015-07-14,"Dissolved oxygen (DO)","mg/l",8.272217,""
"1050","TDA01_150714_0.12719","TDA01",2015-07-14,"pH","none",7.701104,""
"1051","TDA01_150714_0.12719","TDA01",2015-07-14,"Temperature, water","deg C",20.791832,""
"1052","TDA01_151020","TDA01",2015-10-20,"Escherichia coli","MPN/100mL",2420,""
"1053","TDA01_151020_0.25144","TDA01",2015-10-20,"Conductivity","uS/cm",971.340149,""
"1054","TDA01_151020_0.25144","TDA01",2015-10-20,"Dissolved oxygen (DO)","mg/l",9.120922,""
"1055","TDA01_151020_0.25144","TDA01",2015-10-20,"pH","none",7.668497,""
"1056","TDA01_151020_0.25144","TDA01",2015-10-20,"Temperature, water","deg C",10.934399,""
"1057","TDA01_151020_0.25144","TDA01",2015-10-20,"Turbidity","NTU",0.09039,""
"1058","TDA01_160105","TDA01",2016-01-05,"Escherichia coli","MPN/100mL",403,""
"1059","TDA01_160105_0.394202","TDA01",2016-01-05,"Conductivity","uS/cm",981.394592,""
"1060","TDA01_160105_0.394202","TDA01",2016-01-05,"Dissolved oxygen (DO)","mg/l",12.923899,""
"1061","TDA01_160105_0.394202","TDA01",2016-01-05,"pH","none",7.81056,""
"1062","TDA01_160105_0.394202","TDA01",2016-01-05,"Temperature, water","deg C",2.239399,""
"1063","TDA01_160105_0.394202","TDA01",2016-01-05,"Turbidity","NTU",0.11473,""
"1064","TDA01_160405","TDA01",2016-04-05,"Escherichia coli","MPN/100mL",980,""
"1065","TDA01_160405_0.284555","TDA01",2016-04-05,"Conductivity","uS/cm",904.032776,""
"1066","TDA01_160405_0.284555","TDA01",2016-04-05,"Dissolved oxygen (DO)","mg/l",15.400781,""
"1067","TDA01_160405_0.284555","TDA01",2016-04-05,"pH","none",8.202275,""
"1068","TDA01_160405_0.284555","TDA01",2016-04-05,"Temperature, water","deg C",9.098548,""
"1069","TDA01_160405_0.284555","TDA01",2016-04-05,"Turbidity","NTU",0.168047,""
"1070","TDA01_160719_0.1","TDA01",2016-07-19,"Conductivity","uS/cm",477,""
"1071","TDA01_160719_0.1","TDA01",2016-07-19,"Dissolved oxygen (DO)","mg/l",6.96,""
"1072","TDA01_160719_0.1","TDA01",2016-07-19,"pH","none",7.77,""
"1073","TDA01_160719_0.1","TDA01",2016-07-19,"Temperature, water","deg C",26.17,""
"1074","TDA01_161018","TDA01",2016-10-18,"Escherichia coli","MPN/100mL",1,"<"
"1075","TDA01_161018_0.127978","TDA01",2016-10-18,"Conductivity","uS/cm",497.120117,""
"1076","TDA01_161018_0.127978","TDA01",2016-10-18,"Dissolved oxygen (DO)","mg/l",9.05819,""
"1077","TDA01_161018_0.127978","TDA01",2016-10-18,"pH","none",7.991811,""
"1078","TDA01_161018_0.127978","TDA01",2016-10-18,"Temperature, water","deg C",18.750395,""
"1079","TDA01_170117","TDA01",2017-01-17,"Conductivity","uS/cm",819,""
"1080","TDA01_170117","TDA01",2017-01-17,"Dissolved oxygen (DO)","mg/l",11,""
"1081","TDA01_170117","TDA01",2017-01-17,"Escherichia coli","MPN/100mL",2420,">"
"1082","TDA01_170117","TDA01",2017-01-17,"pH","none",8.9,""
"1083","TDA01_170117","TDA01",2017-01-17,"Temperature, water","deg C",8.9,""
"1084","TDA01_170117","TDA01",2017-01-17,"Turbidity","NTU",50.9,""
"1085","TDA01_170404","TDA01",2017-04-04,"Conductivity","uS/cm",746,""
"1086","TDA01_170404","TDA01",2017-04-04,"Dissolved oxygen (DO)","mg/l",10.1,""
"1087","TDA01_170404","TDA01",2017-04-04,"Escherichia coli","MPN/100mL",1986,""
"1088","TDA01_170404","TDA01",2017-04-04,"pH","none",7.47,""
"1089","TDA01_170404","TDA01",2017-04-04,"Temperature, water","deg C",16.8,""
"1090","TDA01_170404","TDA01",2017-04-04,"Turbidity","NTU",0.3,""
"1091","TDA01_170718","TDA01",2017-07-18,"Conductivity","uS/cm",856,""
"1092","TDA01_170718","TDA01",2017-07-18,"Dissolved oxygen (DO)","mg/l",6.9,""
"1093","TDA01_170718","TDA01",2017-07-18,"Escherichia coli","MPN/100mL",2420,""
"1094","TDA01_170718","TDA01",2017-07-18,"pH","none",7.57,""
"1095","TDA01_170718","TDA01",2017-07-18,"Temperature, water","deg C",23.57,""
"1096","TDA01_171003","TDA01",2017-10-03,"Conductivity","uS/cm",974,""
"1097","TDA01_171003","TDA01",2017-10-03,"Dissolved oxygen (DO)","mg/l",8.16,""
"1098","TDA01_171003","TDA01",2017-10-03,"Escherichia coli","MPN/100mL",1733,""
"1099","TDA01_171003","TDA01",2017-10-03,"pH","none",7.7,""
"1100","TDA01_171003","TDA01",2017-10-03,"Temperature, water","deg C",16.07,""
"1101","TDA01_171003_0.1","TDA01",2017-10-03,"Escherichia coli","MPN/100mL",1733,""
"1102","TDA01_180116","TDA01",2018-01-16,"Escherichia coli","MPN/100mL",613,""
"1103","TDA01_180116_0.1","TDA01",2018-01-16,"Conductivity","uS/cm",999,""
"1104","TDA01_180116_0.1","TDA01",2018-01-16,"Dissolved oxygen (DO)","mg/l",11.62,""
"1105","TDA01_180116_0.1","TDA01",2018-01-16,"pH","none",7.78,""
"1106","TDA01_180116_0.1","TDA01",2018-01-16,"Temperature, water","deg C",4.23,""
"1107","TDA01_180403","TDA01",2018-04-03,"Escherichia coli","MPN/100mL",919,""
"1108","TDA01_180403_0.1","TDA01",2018-04-03,"Conductivity","uS/cm",607,""
"1109","TDA01_180403_0.1","TDA01",2018-04-03,"Dissolved oxygen (DO)","mg/l",12.94,""
"1110","TDA01_180403_0.1","TDA01",2018-04-03,"pH","none",8,""
"1111","TDA01_180403_0.1","TDA01",2018-04-03,"Temperature, water","deg C",10.03,""
"1112","TDA01_180710","TDA01",2018-07-10,"Escherichia coli","MPN/100mL",2420,">"
"1113","TDA01_180710_0.1","TDA01",2018-07-10,"Conductivity","uS/cm",945,""
"1114","TDA01_180710_0.1","TDA01",2018-07-10,"Dissolved oxygen (DO)","mg/l",7.71,""
"1115","TDA01_180710_0.1","TDA01",2018-07-10,"pH","none",7.54,""
"1116","TDA01_180710_0.1","TDA01",2018-07-10,"Temperature, water","deg C",20.7,""
"1117","TDA01_181002","TDA01",2018-10-02,"Escherichia coli","MPN/100mL",1300,""
"1118","TDA01_181002_0.1","TDA01",2018-10-02,"Conductivity","uS/cm",1036,""
"1119","TDA01_181002_0.1","TDA01",2018-10-02,"Dissolved oxygen (DO)","mg/l",8,""
"1120","TDA01_181002_0.1","TDA01",2018-10-02,"pH","none",7.53,""
"1121","TDA01_181002_0.1","TDA01",2018-10-02,"Temperature, water","deg C",20,""
"1122","TDA01_190402","TDA01",2019-04-02,"Escherichia coli","MPN/100mL",613,""
"1123","TDA01_190514","TDA01",2019-05-14,"Escherichia coli","MPN/100mL",579,""
"1124","TDA01_190604","TDA01",2019-06-04,"Escherichia coli","MPN/100mL",1733,""
"1125","TDA01_190709","TDA01",2019-07-09,"Escherichia coli","MPN/100mL",2420,""
"1126","TDA01_190806","TDA01",2019-08-06,"Escherichia coli","MPN/100mL",866,""
"1127","TDA01_190917","TDA01",2019-09-17,"Escherichia coli","MPN/100mL",291,""
"1128","TDA01_191021","TDA01",2019-10-21,"Escherichia coli","MPN/100mL",2420,""
"1129","TDA01_191105","TDA01",2019-11-05,"Escherichia coli","MPN/100mL",980,""
"1130","TDA01_191203","TDA01",2019-12-03,"Escherichia coli","MPN/100mL",2420,""
"1131","TDO01_150714","TDO01",2015-07-14,"Escherichia coli","MPN/100mL",178,""
"1132","TDO01_150714_0.071334","TDO01",2015-07-14,"Conductivity","uS/cm",906.674988,""
"1133","TDO01_150714_0.071334","TDO01",2015-07-14,"Dissolved oxygen (DO)","mg/l",8.572232,""
"1134","TDO01_150714_0.071334","TDO01",2015-07-14,"pH","none",7.772932,""
"1135","TDO01_150714_0.071334","TDO01",2015-07-14,"Temperature, water","deg C",20.210461,""
"1136","TDO01_150714_0.071334","TDO01",2015-07-14,"Turbidity","NTU",3.06,""
"1137","TDO01_151020","TDO01",2015-10-20,"Escherichia coli","MPN/100mL",55,""
"1138","TDO01_151020_0.343107","TDO01",2015-10-20,"Conductivity","uS/cm",759.385498,""
"1139","TDO01_151020_0.343107","TDO01",2015-10-20,"Dissolved oxygen (DO)","mg/l",10.441953,""
"1140","TDO01_151020_0.343107","TDO01",2015-10-20,"pH","none",8.110511,""
"1141","TDO01_151020_0.343107","TDO01",2015-10-20,"Temperature, water","deg C",11.193482,""
"1142","TDO01_151020_0.343107","TDO01",2015-10-20,"Turbidity","NTU",0.013401,""
"1143","TDO01_160105","TDO01",2016-01-05,"Escherichia coli","MPN/100mL",171,""
"1144","TDO01_160105_0.367116","TDO01",2016-01-05,"Conductivity","uS/cm",834.408508,""
"1145","TDO01_160105_0.367116","TDO01",2016-01-05,"Dissolved oxygen (DO)","mg/l",13.803241,""
"1146","TDO01_160105_0.367116","TDO01",2016-01-05,"pH","none",7.911257,""
"1147","TDO01_160105_0.367116","TDO01",2016-01-05,"Temperature, water","deg C",2.664314,""
"1148","TDO01_160105_0.367116","TDO01",2016-01-05,"Turbidity","NTU",0.269702,""
"1149","TDO01_160405","TDO01",2016-04-05,"Escherichia coli","MPN/100mL",291,""
"1150","TDO01_160405_0.281978","TDO01",2016-04-05,"Conductivity","uS/cm",715.28363,""
"1151","TDO01_160405_0.281978","TDO01",2016-04-05,"Dissolved oxygen (DO)","mg/l",12.755489,""
"1152","TDO01_160405_0.281978","TDO01",2016-04-05,"pH","none",7.816859,""
"1153","TDO01_160405_0.281978","TDO01",2016-04-05,"Temperature, water","deg C",10.415119,""
"1154","TDO01_160405_0.281978","TDO01",2016-04-05,"Turbidity","NTU",0.133071,""
"1155","TDO01_160719_0.232185","TDO01",2016-07-19,"Conductivity","uS/cm",684.061523,""
"1156","TDO01_160719_0.232185","TDO01",2016-07-19,"Dissolved oxygen (DO)","mg/l",7.934177,""
"1157","TDO01_160719_0.232185","TDO01",2016-07-19,"pH","none",7.761331,""
"1158","TDO01_160719_0.232185","TDO01",2016-07-19,"Temperature, water","deg C",22.879501,""
"1159","TDO01_160719_0.232185","TDO01",2016-07-19,"Turbidity","NTU",1.706848,""
"1160","TDO01_161018","TDO01",2016-10-18,"Escherichia coli","MPN/100mL",613,""
"1161","TDO01_161018_0.125626","TDO01",2016-10-18,"Conductivity","uS/cm",782.651245,""
"1162","TDO01_161018_0.125626","TDO01",2016-10-18,"Dissolved oxygen (DO)","mg/l",8.791176,""
"1163","TDO01_161018_0.125626","TDO01",2016-10-18,"pH","none",7.835108,""
"1164","TDO01_161018_0.125626","TDO01",2016-10-18,"Temperature, water","deg C",17.481012,""
"1165","TDO01_161018_0.125626","TDO01",2016-10-18,"Turbidity","NTU",1.633661,""
"1166","TDO01_170117","TDO01",2017-01-17,"Conductivity","uS/cm",844,""
"1167","TDO01_170117","TDO01",2017-01-17,"Dissolved oxygen (DO)","mg/l",11.5,""
"1168","TDO01_170117","TDO01",2017-01-17,"Escherichia coli","MPN/100mL",27,""
"1169","TDO01_170117","TDO01",2017-01-17,"pH","none",7.9,""
"1170","TDO01_170117","TDO01",2017-01-17,"Temperature, water","deg C",7.9,""
"1171","TDO01_170117","TDO01",2017-01-17,"Turbidity","NTU",2,""
"1172","TDO01_170404","TDO01",2017-04-04,"Conductivity","uS/cm",692,""
"1173","TDO01_170404","TDO01",2017-04-04,"Dissolved oxygen (DO)","mg/l",10.4,""
"1174","TDO01_170404","TDO01",2017-04-04,"Escherichia coli","MPN/100mL",77,""
"1175","TDO01_170404","TDO01",2017-04-04,"pH","none",7.64,""
"1176","TDO01_170404","TDO01",2017-04-04,"Temperature, water","deg C",16.5,""
"1177","TDO01_170404","TDO01",2017-04-04,"Turbidity","NTU",1,""
"1178","TDO01_170718","TDO01",2017-07-18,"Conductivity","uS/cm",740,""
"1179","TDO01_170718","TDO01",2017-07-18,"Dissolved oxygen (DO)","mg/l",7.62,""
"1180","TDO01_170718","TDO01",2017-07-18,"Escherichia coli","MPN/100mL",461,""
"1181","TDO01_170718","TDO01",2017-07-18,"pH","none",7.72,""
"1182","TDO01_170718","TDO01",2017-07-18,"Temperature, water","deg C",23.97,""
"1183","TDO01_170718","TDO01",2017-07-18,"Turbidity","NTU",1.03,""
"1184","TDO01_171003","TDO01",2017-10-03,"Conductivity","uS/cm",839,""
"1185","TDO01_171003","TDO01",2017-10-03,"Dissolved oxygen (DO)","mg/l",9.49,""
"1186","TDO01_171003","TDO01",2017-10-03,"Escherichia coli","MPN/100mL",99,""
"1187","TDO01_171003","TDO01",2017-10-03,"pH","none",7.85,""
"1188","TDO01_171003","TDO01",2017-10-03,"Temperature, water","deg C",15.84,""
"1189","TDO01_171003_0.1","TDO01",2017-10-03,"Escherichia coli","MPN/100mL",99,""
"1190","TDO01_180116","TDO01",2018-01-16,"Escherichia coli","MPN/100mL",210,""
"1191","TDO01_180116_0.1","TDO01",2018-01-16,"Conductivity","uS/cm",872,""
"1192","TDO01_180116_0.1","TDO01",2018-01-16,"Dissolved oxygen (DO)","mg/l",12.8,""
"1193","TDO01_180116_0.1","TDO01",2018-01-16,"pH","none",7.88,""
"1194","TDO01_180116_0.1","TDO01",2018-01-16,"Temperature, water","deg C",3.64,""
"1195","TDO01_180403","TDO01",2018-04-03,"Escherichia coli","MPN/100mL",29,""
"1196","TDO01_180403_0.1","TDO01",2018-04-03,"Conductivity","uS/cm",776,""
"1197","TDO01_180403_0.1","TDO01",2018-04-03,"Dissolved oxygen (DO)","mg/l",11.82,""
"1198","TDO01_180403_0.1","TDO01",2018-04-03,"pH","none",7.83,""
"1199","TDO01_180403_0.1","TDO01",2018-04-03,"Temperature, water","deg C",9.86,""
"1200","TDO01_180710","TDO01",2018-07-10,"Escherichia coli","MPN/100mL",548,""
"1201","TDO01_180710_0.1","TDO01",2018-07-10,"Conductivity","uS/cm",734,""
"1202","TDO01_180710_0.1","TDO01",2018-07-10,"Dissolved oxygen (DO)","mg/l",8.45,""
"1203","TDO01_180710_0.1","TDO01",2018-07-10,"pH","none",7.83,""
"1204","TDO01_180710_0.1","TDO01",2018-07-10,"Temperature, water","deg C",21.16,""
"1205","TDO01_181002","TDO01",2018-10-02,"Escherichia coli","MPN/100mL",156,""
"1206","TDO01_181002_0.1","TDO01",2018-10-02,"Conductivity","uS/cm",647,""
"1207","TDO01_181002_0.1","TDO01",2018-10-02,"Dissolved oxygen (DO)","mg/l",8.67,""
"1208","TDO01_181002_0.1","TDO01",2018-10-02,"pH","none",7.62,""
"1209","TDO01_181002_0.1","TDO01",2018-10-02,"Temperature, water","deg C",19.2,""
"1210","TDO01_190402","TDO01",2019-04-02,"Escherichia coli","MPN/100mL",113,""
"1211","TDO01_190514","TDO01",2019-05-14,"Escherichia coli","MPN/100mL",345,""
"1212","TDO01_190604","TDO01",2019-06-04,"Escherichia coli","MPN/100mL",411,""
"1213","TDO01_190709","TDO01",2019-07-09,"Escherichia coli","MPN/100mL",517,""
"1214","TDO01_190806","TDO01",2019-08-06,"Escherichia coli","MPN/100mL",152,""
"1215","TDO01_190917","TDO01",2019-09-17,"Escherichia coli","MPN/100mL",133,""
"1216","TDO01_191021","TDO01",2019-10-21,"Escherichia coli","MPN/100mL",365,""
"1217","TDO01_191105","TDO01",2019-11-05,"Escherichia coli","MPN/100mL",172,""
"1218","TDO01_191203","TDO01",2019-12-03,"Escherichia coli","MPN/100mL",12,""
"1219","TDU01_150713","TDU01",2015-07-13,"Escherichia coli","MPN/100mL",816,""
"1220","TDU01_150713_0.193696","TDU01",2015-07-13,"Conductivity","uS/cm",417.225372,""
"1221","TDU01_150713_0.193696","TDU01",2015-07-13,"Dissolved oxygen (DO)","mg/l",7.999162,""
"1222","TDU01_150713_0.193696","TDU01",2015-07-13,"pH","none",7.728584,""
"1223","TDU01_150713_0.193696","TDU01",2015-07-13,"Temperature, water","deg C",21.091646,""
"1224","TDU01_150713_0.193696","TDU01",2015-07-13,"Turbidity","NTU",9.77016,""
"1225","TDU01_151019","TDU01",2015-10-19,"Escherichia coli","MPN/100mL",381,""
"1226","TDU01_151019_0.299021","TDU01",2015-10-19,"Conductivity","uS/cm",414.925781,""
"1227","TDU01_151019_0.299021","TDU01",2015-10-19,"Dissolved oxygen (DO)","mg/l",5.640993,""
"1228","TDU01_151019_0.299021","TDU01",2015-10-19,"pH","none",7.091936,""
"1229","TDU01_151019_0.299021","TDU01",2015-10-19,"Temperature, water","deg C",10.050879,""
"1230","TDU01_151019_0.299021","TDU01",2015-10-19,"Turbidity","NTU",110,""
"1231","TDU01_160104","TDU01",2016-01-04,"Escherichia coli","MPN/100mL",157,""
"1232","TDU01_160104_0.187945","TDU01",2016-01-04,"Conductivity","uS/cm",502.182892,""
"1233","TDU01_160104_0.187945","TDU01",2016-01-04,"Dissolved oxygen (DO)","mg/l",12.779368,""
"1234","TDU01_160104_0.187945","TDU01",2016-01-04,"pH","none",7.793434,""
"1235","TDU01_160104_0.187945","TDU01",2016-01-04,"Temperature, water","deg C",3.802475,""
"1236","TDU01_160104_0.187945","TDU01",2016-01-04,"Turbidity","NTU",4.477473,""
"1237","TDU01_160404","TDU01",2016-04-04,"Escherichia coli","MPN/100mL",162,""
"1238","TDU01_160404_0.074186","TDU01",2016-04-04,"Conductivity","uS/cm",424.221863,""
"1239","TDU01_160404_0.074186","TDU01",2016-04-04,"Dissolved oxygen (DO)","mg/l",10.927795,""
"1240","TDU01_160404_0.074186","TDU01",2016-04-04,"pH","none",7.530737,""
"1241","TDU01_160404_0.074186","TDU01",2016-04-04,"Temperature, water","deg C",10.589986,""
"1242","TDU01_160404_0.074186","TDU01",2016-04-04,"Turbidity","NTU",1.950774,""
"1243","TDU01_161017","TDU01",2016-10-17,"Escherichia coli","MPN/100mL",1,"<"
"1244","TDU01_161017_0.155821","TDU01",2016-10-17,"Conductivity","uS/cm",480.50119,""
"1245","TDU01_161017_0.155821","TDU01",2016-10-17,"Dissolved oxygen (DO)","mg/l",8.984153,""
"1246","TDU01_161017_0.155821","TDU01",2016-10-17,"pH","none",7.837752,""
"1247","TDU01_161017_0.155821","TDU01",2016-10-17,"Temperature, water","deg C",18.65996,""
"1248","TDU01_161017_0.155821","TDU01",2016-10-17,"Turbidity","NTU",3.150764,""
"1249","TDU01_170103","TDU01",2017-01-03,"Conductivity","uS/cm",290,""
"1250","TDU01_170103","TDU01",2017-01-03,"Dissolved oxygen (DO)","mg/l",11.09,""
"1251","TDU01_170103","TDU01",2017-01-03,"pH","none",7.96,""
"1252","TDU01_170103","TDU01",2017-01-03,"Temperature, water","deg C",6.43,""
"1253","TDU01_170103","TDU01",2017-01-03,"Turbidity","NTU",752,""
"1254","TDU01_170213","TDU01",2017-01-03,"Escherichia coli","MPN/100mL",2420,">"
"1255","TDU01_170403","TDU01",2017-04-03,"Conductivity","uS/cm",730,""
"1256","TDU01_170403","TDU01",2017-04-03,"Dissolved oxygen (DO)","mg/l",9.6,""
"1257","TDU01_170403","TDU01",2017-04-03,"Escherichia coli","MPN/100mL",1,"<"
"1258","TDU01_170403","TDU01",2017-04-03,"pH","none",7.67,""
"1259","TDU01_170403","TDU01",2017-04-03,"Temperature, water","deg C",16.2,""
"1260","TDU01_170403","TDU01",2017-04-03,"Turbidity","NTU",3.4,""
"1261","TDU01_171002","TDU01",2017-10-02,"Conductivity","uS/cm",583,""
"1262","TDU01_171002","TDU01",2017-10-02,"Dissolved oxygen (DO)","mg/l",1.23,""
"1263","TDU01_171002","TDU01",2017-10-02,"Escherichia coli","MPN/100mL",1034,""
"1264","TDU01_171002","TDU01",2017-10-02,"pH","none",7.07,""
"1265","TDU01_171002","TDU01",2017-10-02,"Temperature, water","deg C",15.38,""
"1266","TDU01_171002_0.1","TDU01",2017-10-02,"Escherichia coli","MPN/100mL",1034,""
"1267","TDU01_180402","TDU01",2018-04-02,"Escherichia coli","MPN/100mL",357,""
"1268","TDU01_180402_0.1","TDU01",2018-04-02,"Conductivity","uS/cm",849,""
"1269","TDU01_180402_0.1","TDU01",2018-04-02,"Dissolved oxygen (DO)","mg/l",10.99,""
"1270","TDU01_180402_0.1","TDU01",2018-04-02,"pH","none",7.63,""
"1271","TDU01_180402_0.1","TDU01",2018-04-02,"Temperature, water","deg C",8.9,""
"1272","TDU01_181001","TDU01",2018-10-01,"Escherichia coli","MPN/100mL",488,""
